Item,Condition,Subject,timeReceipt,IbexItemNum,Block,WordNum,Word,EventTime,CondCode,Critical,Correct,QuestionText,QuestionCondition,ReadingTime,Sentence,Region,ReactionTime,Accuracy,PlausibilityRating,Verb,Target,Distractor,Last_Mentioned,Cloze,Cloze_distractor,Cloze_C_alternative,Plaus_target,Plaus_distractor,Surprisal_target,Surprisal_distractor,precritRT
1,A,7,1691312060,107,3,7,und,1691311751930,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,1081,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2089,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,331
1,A,7,1691312060,107,3,8,danach,1691311751930,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,492,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2089,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,331
1,A,8,1690917666,27,1,4,Dame,1690915279028,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,175,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2978,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,173
1,A,8,1690917666,27,1,5,den,1690915279028,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,173,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2978,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,173
1,A,8,1690917666,27,1,6,Touristen,1690915279028,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,170,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2978,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,173
1,A,8,1690917666,27,1,7,und,1690915279028,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,168,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2978,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,173
1,A,8,1690917666,27,1,8,danach,1690915279028,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,154,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2978,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,173
1,A,9,1690918309,27,1,4,Dame,1690916165831,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,293,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2508,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,316
1,A,9,1690918309,27,1,5,den,1690916165831,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,316,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2508,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,316
1,A,9,1690918309,27,1,6,Touristen,1690916165831,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,359,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2508,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,316
1,A,9,1690918309,27,1,7,und,1690916165831,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,366,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2508,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,316
1,A,9,1690918309,27,1,8,danach,1690916165831,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,377,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2508,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,316
1,A,10,1690926042,27,1,4,Dame,1690923402453,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,341,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2920,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,271
1,A,10,1690926042,27,1,5,den,1690923402453,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,271,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2920,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,271
1,A,10,1690926042,27,1,6,Touristen,1690923402453,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,299,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2920,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,271
1,A,10,1690926042,27,1,7,und,1690923402453,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,299,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2920,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,271
1,A,10,1690926042,27,1,8,danach,1690923402453,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,321,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2920,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,271
1,A,14,1690917307,27,1,4,Dame,1690914068505,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,345,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2304,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,475
1,A,14,1690917307,27,1,5,den,1690914068505,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,475,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2304,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,475
1,A,14,1690917307,27,1,6,Touristen,1690914068505,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,245,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2304,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,475
1,A,14,1690917307,27,1,7,und,1690914068505,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,296,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2304,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,475
1,A,14,1690917307,27,1,8,danach,1690914068505,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,382,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2304,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,475
1,A,17,1690920177,27,1,4,Dame,1690918342660,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,329,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,3002,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,278
1,A,17,1690920177,27,1,5,den,1690918342660,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,278,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,3002,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,278
1,A,17,1690920177,27,1,6,Touristen,1690918342660,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,471,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,3002,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,278
1,A,17,1690920177,27,1,7,und,1690918342660,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,309,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,3002,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,278
1,A,17,1690920177,27,1,8,danach,1690918342660,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,324,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,3002,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,278
1,A,18,1691327064,107,3,8,danach,1691326834946,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,173,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,1675,1,2,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,194
1,A,18,1691327064,107,3,7,und,1691326834946,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,177,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,1675,1,2,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,194
1,A,18,1691327064,107,3,6,Touristen,1691326834946,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,178,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,1675,1,2,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,194
1,A,18,1691327064,107,3,5,den,1691326834946,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,194,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,1675,1,2,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,194
1,A,18,1691327064,107,3,4,Dame,1691326834946,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,210,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,1675,1,2,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,194
1,A,20,1690915964,27,1,4,Dame,1690914027305,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,277,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2273,1,3,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,523
1,A,20,1690915964,27,1,5,den,1690914027305,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,523,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2273,1,3,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,523
1,A,20,1690915964,27,1,6,Touristen,1690914027305,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,266,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2273,1,3,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,523
1,A,20,1690915964,27,1,7,und,1690914027305,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,308,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2273,1,3,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,523
1,A,20,1690915964,27,1,8,danach,1690914027305,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,280,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2273,1,3,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,523
1,A,24,1691318465,107,3,4,Dame,1691318115018,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,313,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2446,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,257
1,A,24,1691318465,107,3,5,den,1691318115018,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,257,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2446,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,257
1,A,24,1691318465,107,3,6,Touristen,1691318115018,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,259,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2446,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,257
1,A,24,1691318465,107,3,7,und,1691318115018,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,256,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2446,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,257
1,A,24,1691318465,107,3,8,danach,1691318115018,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,225,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2446,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,257
1,A,25,1690920816,27,1,4,Dame,1690918548782,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,316,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2439,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,274
1,A,25,1690920816,27,1,5,den,1690918548782,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,274,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2439,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,274
1,A,25,1690920816,27,1,6,Touristen,1690918548782,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,285,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,2439,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,274
1,A,25,1690920816,27,1,7,und,1690918548782,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,247,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,2439,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,274
1,A,25,1690920816,27,1,8,danach,1690918548782,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,255,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2439,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,274
1,A,28,1691274430,107,3,8,danach,1691274022826,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,267,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,4073,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,410
1,A,28,1691274430,107,3,7,und,1691274022826,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,324,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,4073,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,410
1,A,28,1691274430,107,3,6,Touristen,1691274022826,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,370,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,4073,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,410
1,A,28,1691274430,107,3,5,den,1691274022826,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,410,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,4073,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,410
1,A,28,1691274430,107,3,4,Dame,1691274022826,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,408,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,4073,1,7,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,410
1,A,30,1691329122,107,3,4,Dame,1691328933390,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,158,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,1445,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,164
1,A,30,1691329122,107,3,5,den,1691328933390,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,164,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Pre-critical,1445,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,164
1,A,30,1691329122,107,3,6,Touristen,1691328933390,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,156,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Critical,1445,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,164
1,A,30,1691329122,107,3,7,und,1691328933390,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,154,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Spillover,1445,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,164
1,A,30,1691329122,107,3,8,danach,1691328933390,151,6,K,War der Koffer am Anfang zu schwer?,paragraph,149,Dann verabschiedete die Dame den Touristen und danach ging er zum Gate.,Post-spillover,1445,1,6,verabschiedete,Touristen,Koffer,target,0.6,0,,5.8,3.1,2.503722429,1.063010693,164
1,B,3,1691054452,27,1,4,Dame,1691051744110,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,287,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,3337,1,4,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,267
1,B,3,1691054452,27,1,5,den,1691051744110,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,267,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical,3337,1,4,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,267
1,B,3,1691054452,27,1,6,Touristen,1691051744110,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,377,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Critical,3337,1,4,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,267
1,B,3,1691054452,27,1,7,und,1691051744110,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,258,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Spillover,3337,1,4,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,267
1,B,3,1691054452,27,1,8,danach,1691051744110,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,293,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Post-spillover,3337,1,4,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,267
1,B,5,1691053152,27,1,4,Dame,1691049105966,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,309,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2185,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,250
1,B,5,1691053152,27,1,5,den,1691049105966,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,250,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2185,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,250
1,B,5,1691053152,27,1,6,Touristen,1691049105966,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,319,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Critical,2185,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,250
1,B,5,1691053152,27,1,7,und,1691049105966,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,262,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Spillover,2185,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,250
1,B,5,1691053152,27,1,8,danach,1691049105966,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,309,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2185,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,250
1,B,12,1691410935,107,3,4,Dame,1691410503421,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,223,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2901,1,5,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,228
1,B,12,1691410935,107,3,5,den,1691410503421,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,228,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2901,1,5,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,228
1,B,12,1691410935,107,3,6,Touristen,1691410503421,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,306,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Critical,2901,1,5,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,228
1,B,12,1691410935,107,3,7,und,1691410503421,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,311,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Spillover,2901,1,5,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,228
1,B,12,1691410935,107,3,8,danach,1691410503421,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,224,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2901,1,5,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,228
1,B,13,1691417123,107,3,4,Dame,1691416780744,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,238,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2799,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,251
1,B,13,1691417123,107,3,5,den,1691416780744,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,251,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical,2799,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,251
1,B,13,1691417123,107,3,6,Touristen,1691416780744,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,240,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Critical,2799,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,251
1,B,13,1691417123,107,3,7,und,1691416780744,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,276,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Spillover,2799,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,251
1,B,13,1691417123,107,3,8,danach,1691416780744,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,226,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Post-spillover,2799,1,7,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,251
1,B,15,1691053371,27,1,4,Dame,1691051653786,152,6,K,War der Koffer am Anfang zu schwer?,paragraph,264,Dann begrüßte die Dame den Touristen und danach ging er zum Gate.,Pre-critical_2,2481,1,3,begrüßte,Touristen,Koffer,target,,,,4.5,3.4,1.769414067,5.617175102,196
